"drug_pair","AUC1","AUC2","Pairwise","LR1plus","LR1minus","LR2plus","LR2minus","Mean_error","AUC1_LOOCV","AUC2_LOOCV","Pairwise_LOOCV","LR1plus_LOOCV","LR1minus_LOOCV","LR2plus_LOOCV","LR2minus_LOOCV","Mean_error_LOOCV","AUC1_training","AUC2_training","Pairwise_training","LR1plus_training","LR1minus_training","LR2plus_training","LR2minus_training","Mean_error_training","Threshold1","Threshold2","Th1_ref","Th2_ref","Th1_changes","Th2_changes","Th_changes_overall","Normalized_logLik","number_of_drugs","Rank_score_LOOCV","Th1_changes_new","Th2_changes_new","loglike_rank","loglike_rank_new","distance","source_folder","calibration_file"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-ranolazine","0.958 (0.833 - 1   )","1    (1    - 1   )","0.966 (0.862 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.103 (0.0986 - 0.107)",0.833,1,0.862,3.33,0.222,667000,0.333,0.107,0.958,1,0.379,4,0.167,1e+06,1e-06,0.0341,13.3940100337453,-21.0049540296205,12.9656549424893,-25.2706097173361,0.0330376747766361,0.168799080648588,0.00557672912906322,-4.47801039956039e-06,10,0.7,0.00597776037617722,0.0842471313667552,2,0.0277777777777778,0.0889096040982858,"results_get_calibration_drugs/tms_metrics_7_35.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-droperidol-loratadine-nitrendipine-risperidone-verapamil","0.933 (0.933 - 1   )","1    (1    - 1   )","0.95 (0.9  - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.0125)","0.0874 (0.0831 - 0.0918)",0.933,1,0.9,2.4,0.3,5e+05,0.0125,0.0918,1,1,0.4,8e+05,0.2,1e+06,1e-06,0.0113,15.382453026207,-20.3291502894267,13.6921274198153,-28.8733477372984,0.123452371904267,0.295919874813629,0.0365320104393563,-2.40509688310848e-06,8,0.866666666666667,0.00177688873235016,0.715389458741307,7,0.545454545454545,0.899614304115254,"results_get_calibration_drugs/tms_metrics_7_36.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-loratadine-ranolazine-risperidone-verapamil","0.958 (0.958 - 1   )","1    (1    - 1   )","0.955 (0.909 - 1   )","3.33 (3.33 - 4   )","0.222 (1.33e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.186 (0.18 - 0.191)",0.958,1,0.909,3.33,0.222,7,0.333,0.191,1,1,0.364,833000,0.167,667000,1.17e-06,0.0154,17.723695196235,-24.1672268826944,16.2032741583695,-35.4289192258282,0.0938341857951059,0.317867227937448,0.0298268125244578,-2.53996851789252e-06,10,0.8,0.223738430661549,0.205448863183462,30,0.0816901408450704,0.31454951891484,"results_get_calibration_drugs/tms_metrics_7_38.csv","calibration_drugs.csv"
"astemizole-bepridil-cisapride-diltiazem-metoprolol-risperidone-vandetanib-verapamil","0.933 (0.8  - 1   )","1    (1    - 1   )","0.938 (0.812 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.0125)","0.15 (0.145 - 0.156)",0.8,1,0.812,2.4,0.3,5e+05,0.0125,0.156,0.933,1,0.375,3,0.2,1e+06,1e-06,0.0397,14.4091449528894,-23.1284015909928,13.8840485287974,-29.0985487895807,0.0378201230716559,0.205169929323953,0.00775955197763486,-6.02798318250607e-06,8,0.766666666666667,0,0.539615577991118,2,0.5,0.735652752329989,"results_get_calibration_drugs/tms_metrics_7_4.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.964 (0.893 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.5e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.118 (0.114 - 0.123)",0.875,1,0.893,3.33,0.222,650000,0.333,0.123,0.958,1,0.321,4,0.167,1e+06,1e-06,0.0311,14.3766708359789,-22.9494195732744,14.0498827255553,-29.6659797885357,0.0232591343861715,0.226406148158198,0.00526601102586698,-3.82413950525077e-06,10,0.7,0,0.114118151535545,4,0.1,0.151733162195644,"results_get_calibration_drugs/tms_metrics_7_41.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.964 (0.893 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.12 (0.116 - 0.125)",0.875,1,0.893,3.33,0.222,7,0.333,0.125,0.958,1,0.321,4,0.167,667000,1.17e-06,0.0329,14.2914911094374,-22.5491601505605,13.8247887607579,-28.6765294651621,0.0337583710504317,0.213671927143259,0.00721321619956295,-4.08269089364214e-06,10,0.7,0.156639037480091,0.283827319623719,3,0.117647058823529,0.344868911149296,"results_get_calibration_drugs/tms_metrics_7_42.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.964 (0.893 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.113 (0.109 - 0.118)",0.875,1,0.893,3.33,0.222,7,0.333,0.118,0.958,1,0.321,4,0.167,1e+06,1e-06,0.0247,14.3320703962321,-23.8236052113021,14.035989546023,-30.554354102311,0.0210944051531444,0.220287716391287,0.00464683833981878,-3.37946784414128e-06,10,0.7,0.209436245930124,0.502128230863954,3,0.133333333333333,0.560155406220136,"results_get_calibration_drugs/tms_metrics_7_43.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.118 (0.114 - 0.123)",0.875,1,0.885,3.33,0.222,667000,0.333,0.123,0.958,1,0.308,4,0.167,1e+06,1e-06,0.0297,13.7365580898218,-22.305207603125,13.3742976708007,-28.8906240332202,0.0270863134601831,0.227943031708935,0.00617413640793268,-3.66366725923301e-06,10,0.7,0.228099179408683,0.519473863174277,1,0,0.567346745974737,"results_get_calibration_drugs/tms_metrics_7_45.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-nitrendipine-ranolazine-verapamil","1    (0.917 - 1   )","1    (1    - 1   )","1    (0.908 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0749 (0.0713 - 0.0785)",0.917,1,0.908,3.33,0.222,7,0.333,0.0785,1,1,0.364,4,0.167,667000,1.17e-06,0.0131,19.7952580585598,-25.185606584633,16.1689163569933,-31.6327460704465,0.224278586239208,0.20381219738102,0.0457107114869217,-1.72064420182708e-06,10,0.8,0.291186928329808,0.303617872383141,84,0.115438108484006,0.43623341980066,"results_get_calibration_drugs/tms_metrics_7_46.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.5e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.115 (0.111 - 0.12)",0.875,1,0.885,3.33,0.222,650000,0.333,0.12,0.958,1,0.308,4,0.167,1e+06,1e-06,0.0261,14.8839756907229,-23.9874495762038,14.5197376366185,-31.3267307676783,0.0250857187106362,0.234281746343186,0.00587712598780179,-3.44265680069092e-06,10,0.7,0.012908593482795,0.136772829306196,58,0.670588235294118,0.684515901887608,"results_get_calibration_drugs/tms_metrics_7_47.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.968 (0.903 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.112 (0.107 - 0.116)",0.875,1,0.903,3.33,0.222,667000,0.333,0.116,0.958,1,0.355,4,0.167,1e+06,1e-06,0.0343,15.2640371111397,-24.6637422316433,14.7291196292092,-30.5674976878851,0.0363170030114819,0.19313833001717,0.00701420531286615,-4.2299230879984e-06,10,0.766666666666667,0.36227584370491,0.152677583904869,4,0.0857142857142857,0.402369445080815,"results_get_calibration_drugs/tms_metrics_7_48.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-nifedipine-ranolazine-vandetanib-verapamil","1    (0.833 - 1   )","1    (1    - 1   )","1    (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.101 (0.0968 - 0.105)",0.833,1,0.885,3.33,0.222,667000,0.333,0.105,0.958,1,0.308,4,0.167,667000,0.333,0.0292,22.5814980414902,-34.1413640394896,20.7821347144124,-46.3577285679525,0.0865822184200346,0.263523794323871,0.0228164747190257,-4.82701211693964e-06,10,0.7,0.115588697247401,0.161140831570145,313,0.317395727365209,0.37425547728812,"results_get_calibration_drugs/tms_metrics_7_49.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-nifedipine-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.792 - 1   )","1    (1    - 1   )","0.962 (0.846 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.122 (0.117 - 0.126)",0.792,1,0.846,3.33,0.222,667000,0.333,0.126,0.875,1,0.308,3.33,0.222,667000,0.333,0.041,16.230344776852,-27.1261660553318,15.4829843189095,-35.8048183532508,0.0482697936359555,0.242387832059229,0.0117000106333656,-6.57048191098707e-06,10,0.666666666666667,0.0601285174038115,0.116187232655675,216,0.607344632768362,0.621274830159649,"results_get_calibration_drugs/tms_metrics_7_50.csv","calibration_drugs.csv"
"azimilide-bepridil-cisapride-diltiazem-droperidol-nitrendipine-risperidone","1    (1    - 1   )","1    (1    - 1   )","1    (0.923 - 1   )","1e+06 (8e+05 - 1e+06)","1e-06 (1e-06 - 0.2 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.0513 (0.0476 - 0.0549)",1,1,0.923,8e+05,0.2,5,0.0125,0.0549,1,1,0.385,1e+06,1e-06,1e+06,1e-06,0.00308,15.7676066312698,-19.4567919311148,13.0462712700602,-26.1782496222203,0.208591045278565,0.2567573381759,0.053557281553053,-7.26613213422813e-07,7,0.933333333333333,0,0,1,0,0,"results_get_calibration_drugs/tms_metrics_7_53.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.12 (0.116 - 0.125)",0.875,1,0.885,3.33,0.222,667000,0.333,0.125,0.958,1,0.308,4,0.167,1e+06,1e-06,0.0329,13.7712655864822,-21.542630776106,13.3095199938627,-27.6478436156558,0.0346928809478034,0.22082057915333,0.00766090206339148,-3.94589081665244e-06,10,0.7,0.0132947403310861,0.179129214399903,32,0.525423728813559,0.555278416987679,"results_get_calibration_drugs/tms_metrics_7_54.csv","calibration_drugs.csv"
"bepridil-cisapride-droperidol-nifedipine-vandetanib-verapamil","1    (1    - 1   )","1    (1    - 1   )","1    (1    - 1   )","1e+06 (7.5e+05 - 1e+06)","1e-06 (1e-06 - 0.25)","1e+06 (4    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.0145 (0.0124 - 0.0166)",1,1,1,750000,0.25,4,0.0125,0.0166,1,1,0.333,1e+06,1e-06,1e+06,1e-06,0.00607,11.0768213611551,-26.3555506450158,16.8191989027579,-39.1123746168218,0.341418017279122,0.326158258013807,0.111356305770286,-1.58570549756898e-06,6,0.866666666666667,0,0,3,1,1,"results_get_calibration_drugs/tms_metrics_7_55.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-risperidone-verapamil","0.933 (0.8  - 1   )","1    (1    - 1   )","0.938 (0.812 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.0125)","0.142 (0.136 - 0.147)",0.8,1,0.812,2.4,0.3,5e+05,0.0125,0.147,0.933,1,0.375,3,0.2,1e+06,1e-06,0.0293,13.1935402139138,-22.4951973485779,12.9354222838967,-28.571884283196,0.01995434894603,0.212680650474005,0.00424390391362693,-4.87138049954492e-06,8,0.766666666666667,0.325314850252709,0,3,0.5,0.596514670226091,"results_get_calibration_drugs/tms_metrics_7_56.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.12 (0.116 - 0.125)",0.875,1,0.885,3.33,0.222,667000,0.333,0.125,0.958,1,0.308,4,0.167,1e+06,1e-06,0.0328,14.5944512037059,-22.1940247515491,14.0210906343933,-30.5326010789373,0.0408927225608381,0.273104027587762,0.0111679672303938,-4.04613879086424e-06,10,0.7,0.0381232888842856,0.153542824818612,5,0.222222222222222,0.272784714120891,"results_get_calibration_drugs/tms_metrics_7_57.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.119 (0.114 - 0.123)",0.875,1,0.885,3.33,0.222,7,0.333,0.123,0.958,1,0.308,4,0.167,667000,1.17e-06,0.0295,14.4801056568641,-22.6708315491677,13.9295731893906,-29.4884916573555,0.0395225654072994,0.231197315461444,0.00913751102231697,-3.80344893386351e-06,10,0.7,0.01314196320916,0.128222016161715,73,0.72,0.731446236319229,"results_get_calibration_drugs/tms_metrics_7_58.csv","calibration_drugs.csv"
"azimilide-cisapride-clozapine-diltiazem-droperidol-loratadine-quinidine-verapamil","1    (0.867 - 1   )","1    (1    - 1   )","1    (0.875 - 1   )","8e+05 (3    - 1e+06)","0.2  (1e-06 - 0.2 )","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.0826 (0.0784 - 0.0869)",0.867,1,0.875,3,0.2,6,0.0125,0.0869,0.933,1,0.375,3,0.2,1e+06,1e-06,0.0205,14.2734905313016,-17.5451641559252,12.7217055647422,-24.3098123325847,0.12197931784085,0.278268218779798,0.0339429675035483,-4.15156382206143e-06,8,0.766666666666667,0.0541733447750212,0.0353200905446353,8,0.411764705882353,0.416812227616435,"results_get_calibration_drugs/tms_metrics_7_61.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-ranolazine","0.933 (0.8  - 1   )","1    (1    - 1   )","0.947 (0.842 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.0125)","0.14 (0.134 - 0.145)",0.8,1,0.842,2.4,0.3,5e+05,0.0125,0.145,0.933,1,0.421,3,0.2,1e+06,1e-06,0.0428,14.6457605926752,-25.5224171242822,14.5710407407293,-29.5851785262575,0.00512796946185494,0.137324214500498,0.000704194378331772,-6.63506283598852e-06,8,0.766666666666667,0.0601106446747629,0.0444387005134971,5,0.210526315789474,0.223404156958713,"results_get_calibration_drugs/tms_metrics_7_64.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-dofetilide-nifedipine-nitrendipine-ranolazine-verapamil","1    (0.875 - 1   )","1    (1    - 1   )","1    (0.88 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.00833)","0.0903 (0.0864 - 0.0943)",0.875,1,0.88,3.33,0.222,667000,0.00833,0.0943,0.958,1,0.36,4,0.167,667000,1.17e-06,0.0199,22.4655874331905,-30.8914887886453,19.5621060124874,-40.5246393075072,0.148423764744436,0.237710950263224,0.0352819541590451,-2.99195526708783e-06,10,0.766666666666667,0.208369605816704,0.122840770435192,358,0.245529573590096,0.34466290635439,"results_get_calibration_drugs/tms_metrics_7_65.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-quinidine-ranolazine-risperidone-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.963 (0.889 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.115 (0.111 - 0.119)",0.875,1,0.889,3.33,0.222,667000,0.333,0.119,0.958,1,0.407,4,0.167,1e+06,1e-06,0.0318,12.7587207774268,-20.735644328129,12.1735009594667,-25.7645378166995,0.0480732551719234,0.195186636932837,0.00938325700342183,-4.20700534980356e-06,10,0.7,0.0155524325453491,0.0958918157350612,47,0.597402597402597,0.605249520335551,"results_get_calibration_drugs/tms_metrics_7_66.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.117 (0.112 - 0.121)",0.875,1,0.885,3.33,0.222,7,0.333,0.121,0.958,1,0.308,4,0.167,667000,1.17e-06,0.0283,14.8205533583961,-23.1862909067319,14.3456887234784,-30.4325597680731,0.0331015571347629,0.238109081738938,0.00788178137348739,-3.65531831473839e-06,10,0.7,0.0124902669912325,0.127676945501088,73,0.699029126213592,0.71070326330821,"results_get_calibration_drugs/tms_metrics_7_67.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-metoprolol-nitrendipine-ranolazine-risperidone","0.958 (0.875 - 1   )","1    (1    - 1   )","0.96 (0.88 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.117 (0.113 - 0.121)",0.875,1,0.88,3.33,0.222,7,0.333,0.121,0.958,1,0.36,4,0.167,667000,1.17e-06,0.0298,18.2465069288229,-27.7991333184187,17.2848508317305,-37.382198681222,0.0556357764642679,0.256353711148004,0.0142624377692158,-3.62848483481832e-06,10,0.7,0.132855614246441,0.0920186453506346,177,0.302925989672978,0.34333977420089,"results_get_calibration_drugs/tms_metrics_7_68.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.964 (0.893 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.116 (0.112 - 0.121)",0.875,1,0.893,3.33,0.222,667000,0.333,0.121,0.958,1,0.321,4,0.167,1e+06,1e-06,0.0278,14.005482061206,-22.9684880207156,13.6377145319701,-29.2200916447892,0.0269669473117155,0.213948802764568,0.00576954609155671,-3.59273611466482e-06,10,0.7,0.200855135657429,0.468733672939826,3,0.133333333333333,0.527097542628878,"results_get_calibration_drugs/tms_metrics_7_69.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.964 (0.893 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.119 (0.114 - 0.123)",0.875,1,0.893,3.33,0.222,667000,0.333,0.123,0.958,1,0.321,4,0.167,1e+06,1e-06,0.0324,14.001716304577,-21.6985921720049,13.56905121404,-29.6863910471239,0.0318861712371813,0.26907274994927,0.0085796997801417,-3.93765669397574e-06,10,0.7,0.256339165445154,0.496053194329583,2,0.0833333333333333,0.56455556306722,"results_get_calibration_drugs/tms_metrics_7_71.csv","calibration_drugs.csv"
"azimilide-bepridil-cisapride-dofetilide-droperidol-nifedipine-ranolazine","1    (1    - 1   )","1    (1    - 1   )","1    (1    - 1   )","1e+06 (8e+05 - 1e+06)","1e-06 (1e-06 - 0.2 )","1e+06 (4    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0229 (0.0204 - 0.0254)",1,1,1,8e+05,0.2,4,0.333,0.0254,1,1,0.273,1e+06,1e-06,667000,1.33e-06,0.00634,8.69872660519972,-23.2416254757179,12.9204627619425,-30.4263710165223,0.326748061159078,0.236135473957868,0.0771568082866136,-1.29604559622799e-06,7,0.8,0.180712755687823,0.486678027688033,62,0.133479212253829,0.536031065150616,"results_get_calibration_drugs/tms_metrics_7_73.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.117 (0.112 - 0.121)",0.875,1,0.885,3.33,0.222,667000,0.333,0.121,0.958,1,0.308,4,0.167,1e+06,1e-06,0.0281,14.9374697848614,-23.714864648114,14.4982043876457,-31.120045533343,0.0302979172779475,0.237955335807424,0.00720955108013956,-3.59062327016576e-06,10,0.7,0.0122385916890199,0.132173834132352,60,0.67816091954023,0.691029621903017,"results_get_calibration_drugs/tms_metrics_7_75.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-metoprolol-ranolazine-risperidone-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.955 (0.864 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.00833)","0.115 (0.111 - 0.12)",0.875,1,0.864,3.33,0.222,7,0.00833,0.12,0.958,1,0.364,4,0.167,1e+06,1e-06,0.0247,15.9843892493616,-25.2457106901313,15.4144949255268,-33.2612996971147,0.0369713264422961,0.24098844843633,0.00890966259596201,-3.45562385614344e-06,10,0.766666666666667,0.0158265843297171,0.213076181855604,80,0.52317880794702,0.56512653904287,"results_get_calibration_drugs/tms_metrics_7_76.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-nifedipine-ranolazine-risperidone-vandetanib-verapamil","1    (0.875 - 1   )","1    (1    - 1   )","1    (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.102 (0.0973 - 0.106)",0.875,1,0.885,3.33,0.222,667000,0.333,0.106,0.958,1,0.308,4,0.167,667000,1.17e-06,0.0256,19.8626031263619,-28.9485901799163,17.751677538849,-40.3548757595405,0.118914146727439,0.28264950306352,0.0336110244797331,-4.62736724873232e-06,10,0.7,0.163023971007189,0.116531086637261,42,0.219251336898396,0.297031072461363,"results_get_calibration_drugs/tms_metrics_7_77.csv","calibration_drugs.csv"
"azimilide-cisapride-dofetilide-droperidol-ranolazine-verapamil","1    (1    - 1   )","1    (1    - 1   )","1    (1    - 1   )","1e+06 (7.5e+05 - 1e+06)","1e-06 (1e-06 - 0.25)","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.0125)","0.0176 (0.0152 - 0.0199)",1,1,1,750000,0.25,5e+05,0.0125,0.0199,1,1,0.286,1e+06,1e-06,1e+06,1e-06,0.00135,10.1904294701235,-24.9942928485271,14.7234760965069,-32.0209323883982,0.307878832190915,0.219438942459306,0.0675606053415806,-2.7595243830861e-07,6,0.933333333333333,0.380295773864497,0,1,0,0.380295773864497,"results_get_calibration_drugs/tms_metrics_7_79.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-ranolazine-risperidone-vandetanib-verapamil","1    (0.889 - 1   )","1    (1    - 1   )","1    (0.909 - 1   )","8.33e+05 (2.5  - 1e+06)","0.167 (1e-06 - 0.25)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.13 (0.126 - 0.135)",0.889,1,0.909,2.5,0.25,667000,0.333,0.135,0.944,1,0.318,3,0.167,1e+06,1e-06,0.0274,14.9652692574755,-24.5088883326477,14.4982973939474,-32.6625716444034,0.0322087380910715,0.249633843915435,0.00804039109733966,-4.08135013023231e-06,9,0.766666666666667,0.957014471272712,0,1,0,0.957014471272712,"results_get_calibration_drugs/tms_metrics_7_8.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-droperidol-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.968 (0.903 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.111 (0.106 - 0.115)",0.875,1,0.903,3.33,0.222,667000,0.333,0.115,0.958,1,0.355,4,0.167,1e+06,1e-06,0.0348,14.1186234530384,-23.2236873517756,13.5999217684782,-28.5699825683258,0.0381400491407597,0.187129803238919,0.00713713989123308,-4.1956787444563e-06,10,0.766666666666667,0.132686009677783,0.146350271876656,3,0.153846153846154,0.250384940233709,"results_get_calibration_drugs/tms_metrics_7_81.csv","calibration_drugs.csv"
